customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
837,Derick,Fasler,Male,4,11/01/57,Internal Auditor,Financial Services,3,N,1,13
838,Hayden,Heersema,Male,27,03/02/71,Financial Advisor,Financial Services,1,N,0,15
839,Charis,Greaves,U,14,03/02/71,Structural Analysis Engineer,IT,3,N,1,15
840,Chas,Carabet,Male,94,20/06/64,VP Sales,Financial Services,2,N,1,19
841,Hanan,McGreay,Male,93,22/09/66,Marketing Manager,Manufacturing,2,N,1,8
842,Mahmud,Dobbson,Male,59,16/08/99,Compensation Analyst,Financial Services,1,N,0,2
843,Salomone,Sleford,Male,80,05/09/89,Developer II,Manufacturing,2,N,1,9
844,Tome,Tyt,Male,13,13/01/78,Nurse Practicioner,Financial Services,1,N,0,9
845,Koressa,Maris,Female,51,24/12/73,Associate Professor,Manufacturing,3,N,0,3
846,Alvan,Rebichon,Male,60,25/03/54,Geologist I,Manufacturing,2,N,0,17
847,Kelci,Morrison,Female,66,26/05/91,Chief Design Engineer,Retail,1,N,0,9
848,Lannie,Chat,Male,79,25/06/79,VP Product Management,Manufacturing,3,N,0,13
849,Sylvan,Capper,Male,72,15/09/69,Librarian,Entertainment,3,N,0,10
850,Nevin,Hanfrey,Male,79,24/09/00,Clinical Specialist,Health,3,N,0,1
851,Cammi,Tesmond,Female,19,30/12/87,Project Manager,Health,2,N,1,2
852,Andie,Bonney,Female,37,04/11/00,Compensation Analyst,Financial Services,2,N,1,2
853,Nolana,Rotter,Female,26,04/10/81,Media Manager I,Retail,3,N,1,16
854,Charisse,Thoresby,Female,35,24/10/00,Marketing Manager,Retail,2,N,0,2
855,Bennie,Llywarch,Female,74,26/10/74,General Manager,Retail,1,N,1,16
856,Peyton,Monkeman,Male,63,01/10/88,Quality Engineer,Financial Services,3,N,1,9
857,Theo,,Female,15,14/08/64,General Manager,Financial Services,1,N,0,4
858,Barby,Charlwood,Female,79,02/06/80,Internal Auditor,Financial Services,1,N,1,9
859,Devinne,Tommeo,Female,53,02/08/78,Geologist I,Financial Services,2,N,1,7
860,Ida,,Female,80,12/08/80,Geologist I,Financial Services,1,N,1,7
861,Rebekah,Dmych,Female,73,24/05/77,Senior Financial Analyst,Financial Services,1,N,0,17
862,Worden,Fossitt,Male,83,27/12/77,Information Systems Manager,Argiculture,1,N,1,16
863,Kessiah,Logg,Female,19,10/09/61,Senior Financial Analyst,Financial Services,2,N,0,5
864,Regen,Nares,Male,6,06/03/70,Senior Financial Analyst,Retail,1,N,1,4
865,Germain,De la Harpe,Female,73,12/04/65,Desktop Support Technician,Telecommunications,3,N,0,19
866,Stanislaus,Gottelier,Male,28,05/01/73,Associate Professor,Telecommunications,2,N,1,14
867,Lura,MacKim,Female,12,10/05/73,VP Marketing,Telecommunications,3,N,0,17
868,Effie,Duddy,Female,84,18/07/79,VP Accounting,Financial Services,3,N,1,11
869,Addia,Abels,Female,7,11/03/84,Account Representative I,Financial Services,1,N,1,10
870,Hugh,Wilce,Male,63,29/01/64,Pharmacist,Health,3,N,0,6
871,Janka,Yesinin,Female,40,20/01/92,Pharmacist,Health,3,N,1,5
872,Suki,Ivachyov,Female,47,28/04/71,Structural Engineer,IT,3,N,0,13
873,Worthington,Penwarden,Male,37,23/12/59,Occupational Therapist,Health,2,N,1,20
874,Howard,Oseland,Male,78,05/05/01,Occupational Therapist,Health,3,N,1,1
875,Caryl,Linnett,Male,34,23/02/99,Recruiting Manager,Financial Services,3,N,1,2
876,Neil,Jencey,Male,44,06/10/68,Physical Therapy Assistant,IT,1,N,0,19
877,Didi,Milne,Female,92,13/05/88,Accounting Assistant III,Financial Services,3,N,1,3
878,Clarence,Silby,Male,31,01/11/82,Environmental Specialist,Manufacturing,3,N,1,9
879,Hestia,Smetoun,Female,58,02/08/78,Environmental Specialist,Manufacturing,3,N,0,12
880,Neely,Lundon,Female,11,31/12/63,Internal Auditor,Manufacturing,1,N,1,10
881,Carmella,O' Lone,Female,82,07/05/80,Information Systems Manager,Manufacturing,1,N,0,15
882,Esmaria,Lythgoe,Female,59,29/09/65,Information Systems Manager,Property,3,N,1,11
883,Lolita,Bennie,U,73,29/09/65,Recruiter,IT,3,N,1,11
884,Pepito,Lamming,Male,11,30/01/78,Web Designer IV,Property,3,N,0,17
885,Yancey,Wivell,Male,20,11/11/66,Statistician IV,Financial Services,3,N,0,18
886,Dawna,McCullen,Female,53,15/11/74,Accounting Assistant III,Health,3,N,0,11
887,Patrizius,Hardinge,Male,55,17/11/97,Accounting Assistant III,Manufacturing,1,N,0,1
888,Chickie,Gulleford,Female,62,10/11/63,Accountant IV,Manufacturing,3,N,0,10
889,Ezequiel,Coggeshall,Male,46,19/02/67,Sales Representative,Retail,2,N,1,10
890,Tony,Cordsen,Female,55,01/02/74,Dental Hygienist,Health,3,N,1,15
891,Talbot,Andrioni,Male,21,06/08/81,Occupational Therapist,Health,1,N,1,9
892,Conroy,Healy,U,22,06/08/81,Office Assistant II,IT,3,N,1,9
893,Gibby,Fearnley,Male,97,11/09/83,Geologist I,IT,3,N,0,16
894,Catie,Kibbey,Female,13,18/12/70,Desktop Support Technician,Financial Services,1,N,1,9
895,Juli,Curness,Female,58,03/09/66,Desktop Support Technician,Financial Services,3,N,1,12
896,Idell,Belderson,Female,25,10/06/78,VP Sales,Financial Services,3,N,0,15
897,Pris,Fance,Female,25,11/01/69,Account Executive,Manufacturing,3,N,0,11
898,Reyna,Braizier,Female,53,28/08/77,General Manager,Financial Services,2,N,0,16
899,Teodora,Lawling,Female,42,05/08/63,Business Systems Development Analyst,Health,2,N,1,12
900,Clevey,Ivamy,Male,48,07/08/90,Associate Professor,Manufacturing,3,N,1,5
901,Letta,McCarter,Female,13,27/04/75,Associate Professor,Retail,3,N,1,16
902,Selene,Vasiltsov,Female,37,26/07/89,Staff Scientist,Retail,3,N,0,18
903,Hewe,Lidgley,Male,46,03/07/61,Staff Scientist,Financial Services,3,N,0,14
904,Kariotta,Ludman,Female,51,06/05/74,Database Administrator II,Financial Services,1,N,1,11
905,Dorian,Drinkel,Female,41,11/02/78,Safety Technician II,Manufacturing,2,N,0,12
906,Cammy,Marcroft,Male,73,30/12/98,Financial Analyst,Financial Services,1,N,1,3
907,Eamon,McWhin,Male,51,25/12/78,Sales Associate,Property,1,N,1,17
908,Carry,Tomlett,Female,86,28/08/80,Sales Associate,Financial Services,2,N,1,17
909,Suzette,Surgison,Female,77,04/01/60,Operator,Financial Services,1,N,1,8
910,Lewes,Foulcher,Male,50,26/04/86,Biostatistician I,Financial Services,3,N,0,14
911,Marcellus,Shawcroft,Male,62,13/10/74,Structural Analysis Engineer,Property,2,N,0,3
912,Vince,Dalmon,Male,37,19/07/68,Sales Representative,Retail,3,N,1,19
913,Dayle,Spearman,Female,67,28/10/00,Sales Representative,Financial Services,3,N,0,1
914,Marc,Egleton,Male,73,16/06/99,Chemical Engineer,Manufacturing,2,N,1,2
915,Austina,Orrice,Female,17,07/09/84,Budget/Accounting Analyst IV,Entertainment,3,N,0,7
916,Joycelin,,Female,18,18/06/91,Recruiter,Entertainment,2,N,0,8
917,Odo,MacKaig,Male,63,06/05/64,VP Product Management,Financial Services,3,N,0,19
918,Mahmud,Chiles,Male,73,26/02/75,Internal Auditor,Health,1,N,0,13
919,Grove,Peltzer,Male,48,17/07/87,Registered Nurse,Health,3,N,1,13
920,Stefano,Thornborrow,Male,89,19/01/76,Software Test Engineer IV,Health,3,N,1,19
921,Gretchen,Seneschal,Female,77,19/12/79,Help Desk Technician,Manufacturing,3,N,0,7
922,Bekki,Ralston,Female,52,10/10/72,Operator,Financial Services,3,N,0,19
923,Garrek,Grimwade,Male,44,26/06/77,Senior Financial Analyst,Financial Services,1,N,0,19
924,Clementius,Hambric,Male,33,08/11/76,Computer Systems Analyst II,Financial Services,2,N,0,13
925,Nicko,Pembridge,Male,42,07/08/78,Accountant IV,Manufacturing,2,N,0,16
926,Terrel,Matthisson,Male,18,14/10/65,Professor,Telecommunications,2,N,0,10
927,Jarret,,Male,25,19/02/66,Cost Accountant,Financial Services,3,N,1,18
928,Porty,Clemmitt,Male,61,14/05/73,Associate Professor,Financial Services,1,N,1,18
929,Kippy,Conerding,Male,0,04/09/65,Database Administrator III,Financial Services,3,N,1,13
930,Evelina,Dinan,Female,86,10/11/71,Executive Secretary,Retail,3,N,1,8
931,Katrina,Sappson,Female,59,07/08/99,Design Engineer,Manufacturing,2,N,1,1
932,Yoko,Dowrey,Female,30,20/07/89,Graphic Designer,Manufacturing,3,N,0,18
933,Melany,L'oiseau,Female,75,19/05/96,Help Desk Operator,Retail,3,N,1,5
934,Marcellus,Louisot,Male,76,22/01/96,Human Resources Manager,Manufacturing,3,N,0,6
935,Aldin,Cracker,Male,76,12/09/94,Marketing Manager,Manufacturing,3,N,1,3
936,Raffaello,Godleman,Male,64,16/05/88,Speech Pathologist,Health,1,N,0,3
937,Nikolos,McKyrrelly,Male,65,15/11/85,Human Resources Assistant IV,Manufacturing,2,N,0,15
938,Corabelle,,Female,18,06/04/96,Technical Writer,Retail,3,N,0,7
939,Cristian,Theodoris,Male,53,10/01/61,Product Engineer,Manufacturing,3,N,0,6
940,Marnia,Claesens,Female,3,16/06/87,Administrative Officer,Manufacturing,3,N,0,9
941,Tye,Doohan,Male,13,02/02/95,Recruiting Manager,Financial Services,2,N,1,1
942,Shirley,Brook,Female,31,07/02/74,Director of Sales,Financial Services,3,N,1,14
943,Holly,Gamett,Male,94,17/09/79,Legal Assistant,Property,2,N,1,15
944,Anderea,Dallewater,Female,53,12/01/76,Legal Assistant,Manufacturing,3,N,0,15
945,Hebert,Bernocchi,Male,59,26/08/98,Human Resources Manager,Manufacturing,1,N,1,1
946,Bettina,Farrer,Female,16,17/07/61,Research Associate,Manufacturing,1,N,0,12
947,Hyacinth,Naldrett,Female,43,10/03/86,Pharmacist,Health,3,N,0,10
948,Yardley,Argo,Male,19,09/08/69,Recruiting Manager,Health,2,N,0,10
949,Jarid,Grebner,Male,18,07/09/75,Executive Secretary,Health,3,N,1,3
950,Bret,Ivakhnov,U,24,07/09/75,Recruiter,IT,1,N,1,3
951,Meryl,Dumbar,Male,44,29/09/99,Assistant Media Planner,Entertainment,3,N,0,1
952,Marina,Andresen,Female,34,13/06/71,VP Sales,Financial Services,2,N,1,6
953,Jasmin,Brodeur,Female,16,23/05/79,VP Sales,Financial Services,3,N,0,7
954,Alain,Immins,Male,76,28/02/95,VP Quality Control,Manufacturing,3,N,1,7
955,Teresina,Gibbie,Female,78,01/10/89,Research Nurse,Health,3,N,1,9
956,Ezechiel,Pettecrew,Male,19,26/09/60,Nuclear Power Engineer,Manufacturing,3,N,1,9
957,Jamima,Gannan,Female,80,20/08/94,Automation Specialist I,Manufacturing,2,N,1,7
958,Kristofor,Saulter,Male,15,14/01/64,Biostatistician IV,Health,1,N,0,18
959,Katharina,Jennins,Female,3,26/10/86,Staff Scientist,Health,2,N,1,21
960,Lannie,Crumley,Male,1,10/10/68,GIS Technical Architect,Health,3,N,1,12
961,Rosamund,Shelton,Female,73,10/08/86,Assistant Manager,Financial Services,3,N,0,6
962,Granger,Tuftin,Male,49,07/09/77,VP Product Management,Financial Services,1,N,1,17
963,Valery,Haresign,Female,56,28/07/68,Budget/Accounting Analyst I,Financial Services,1,N,1,16
964,Rhetta,Grellier,Female,35,24/01/94,Assistant Professor,Financial Services,1,N,0,6
965,Meggie,Whitchurch,Female,86,18/06/97,Structural Engineer,Retail,1,N,1,5
966,Krystyna,Linning,Female,70,05/11/78,Speech Pathologist,Retail,1,N,1,5
967,April,Causon,Female,44,04/10/99,Sales Associate,Manufacturing,2,N,1,1
968,Wayne,Woodfin,Male,96,16/06/55,Accountant IV,IT,1,N,1,16
969,Jo,Mallinar,Female,20,19/09/78,Health Coach IV,Health,1,N,1,18
970,Kellyann,Hawton,Female,2,26/06/80,VP Accounting,Financial Services,1,N,1,14
971,Sarge,Lerohan,Male,11,25/10/88,Geologist I,Manufacturing,1,N,0,22
972,Dena,Crewdson,Female,81,23/07/81,Project Manager,Retail,3,N,1,10
973,Annabella,Hebron,Female,46,02/08/79,Data Coordiator,Health,1,N,0,15
974,Mellicent,Dollin,Female,92,07/06/91,Administrative Assistant IV,Health,3,N,1,4
975,Goldarina,Rzehorz,U,26,07/06/91,Automation Specialist IV,IT,3,N,0,4
976,Andonis,Slimmon,Male,10,21/10/71,Graphic Designer,Financial Services,2,N,0,10
977,Olga,Dyke,Female,65,30/11/59,Staff Accountant III,Financial Services,1,N,1,13
978,Erena,Escalero,Female,40,31/01/82,Nurse Practicioner,Financial Services,1,N,0,15
979,Kayla,Falkingham,Female,42,25/12/59,Budget/Accounting Analyst I,Manufacturing,1,N,0,12
980,Max,Gronaver,Female,19,23/01/78,Registered Nurse,Health,3,N,0,8
981,Bud,Smittoune,Male,0,19/02/73,Registered Nurse,Retail,3,N,0,11
982,Tibold,Bonwell,Male,14,12/02/60,Geologist III,Health,1,N,1,6
983,Shaylyn,Riggs,U,49,12/02/60,Geologist III,IT,2,N,0,6
984,Luciano,Weddup,Male,89,25/03/54,Programmer I,Manufacturing,2,N,0,16
985,Aryn,O'Halloran,Female,29,30/09/70,Help Desk Operator,Retail,1,N,0,15
986,Barnard,Stranks,Male,3,05/10/94,Office Assistant I,Manufacturing,3,N,1,8
987,Lars,Keher,Male,89,29/08/74,Senior Cost Accountant,Financial Services,2,N,1,11
988,Andree,Simonato,Female,35,15/01/81,Director of Sales,Manufacturing,1,N,0,7
989,Caralie,Morfett,Female,43,24/05/82,Project Manager,Financial Services,3,N,0,17
990,Melissa,Purple,Female,56,13/04/76,Administrative Officer,Manufacturing,3,N,1,14
991,Lenna,Coales,Female,11,29/11/91,Financial Analyst,Financial Services,3,N,1,10
992,Cordelia,Hawkeswood,Female,6,25/11/58,Financial Analyst,Property,3,N,1,8
993,Reine,Semken,Female,71,18/02/77,Account Coordinator,Argiculture,1,N,0,17
994,Rhetta,Kupker,Female,62,14/11/77,Librarian,Entertainment,2,N,1,5
995,Urbano,Mews,Male,16,12/11/65,Information Systems Manager,Health,3,N,1,19
996,Aura,Bemlott,U,67,12/11/65,Assistant Manager,IT,3,N,1,19
997,Ambros,Kernes,Male,30,03/07/81,Teacher,Telecommunications,3,N,1,13
998,Petunia,Dufton,Female,66,13/12/65,Speech Pathologist,Manufacturing,2,N,1,5
999,Dido,Leyburn,Female,12,10/04/88,Recruiting Manager,Manufacturing,1,N,0,4
1000,Paulie,Castelot,Female,44,07/08/78,Compensation Analyst,Financial Services,3,N,0,11
1001,Finley,Vost,Male,63,27/08/79,Recruiter,Retail,3,N,0,14
1002,Pacorro,De Clairmont,Male,65,30/08/78,Business Systems Development Analyst,Retail,3,N,1,18
1003,Mariann,O'Geaney,Female,35,03/02/68,Paralegal,Financial Services,1,N,0,18
1004,Colas,Pumfrett,Male,35,09/07/75,Business Systems Development Analyst,IT,1,N,0,22
1005,Kalila,Birtwistle,Female,94,15/09/67,Design Engineer,IT,1,N,1,8
1006,Norbert,Gotcher,Male,15,10/08/77,Quality Control Specialist,Telecommunications,2,N,1,19
1007,Cord,Warriner,Male,58,08/06/96,Quality Control Specialist,Retail,3,N,0,5
1008,Lorry,Booley,Female,47,10/11/75,Teacher,Retail,3,N,0,21
1009,Nolie,Orring,Female,16,09/05/57,Research Associate,Manufacturing,1,N,1,13
1010,Leighton,Ebbles,Male,24,26/01/63,Nurse,Financial Services,2,N,0,17
1011,Cymbre,Janos,Female,42,19/07/85,Occupational Therapist,Health,1,N,1,10
1012,Anna-diane,Preddle,Female,20,20/05/55,Software Test Engineer III,Health,1,N,1,11
1013,Corissa,Zienkiewicz,Female,53,06/09/76,Physical Therapy Assistant,Retail,1,N,0,17
1014,Miller,Faloon,Male,60,14/10/60,Senior Developer,Property,3,N,1,8
1015,Toiboid,Sorrel,Male,7,01/04/55,Web Developer I,Health,3,N,0,17
1016,Adrian,Prettyjohns,Male,0,12/08/59,Legal Assistant,IT,3,N,1,17
1017,Jacquenette,Pluthero,Female,88,09/01/79,Assistant Media Planner,Entertainment,1,N,0,16
1018,Matthiew,Ferreras,Male,1,27/11/94,Help Desk Operator,Manufacturing,3,N,1,7
1019,Ignazio,Milby,Male,42,19/11/73,Human Resources Assistant II,Manufacturing,3,N,1,14
1020,Natala,Thorndale,Female,29,10/11/75,Human Resources Assistant II,IT,2,N,0,13
1021,Elvis,Rixon,Male,16,02/10/77,Mechanical Systems Engineer,Retail,1,N,0,7
1022,Suzann,Wilks,Female,56,04/03/90,Assistant Manager,Financial Services,2,N,1,14
1023,Iseabal,Fullbrook,Female,16,23/07/91,Assistant Manager,Financial Services,2,N,1,6
1024,Rhodia,D'Onise,Female,17,05/06/92,Social Worker,Health,1,N,1,2
1025,Ario,Jeromson,Male,69,30/07/97,Quality Engineer,IT,3,N,1,5
1026,Vernon,Hakking,Male,66,29/07/94,Quality Engineer,Financial Services,2,N,0,4
1027,Rolando,Sherewood,Male,33,07/10/66,Statistician I,Financial Services,2,N,0,18
1028,Thorn,Torfin,Male,10,11/08/99,Project Manager,Financial Services,1,N,0,1
1029,Forbes,Londors,Male,71,15/02/97,VP Sales,Financial Services,3,N,0,4
1030,Nariko,Dummigan,Female,9,05/05/62,Food Chemist,Health,3,N,0,5
1031,Roi,Ogden,Male,75,15/09/83,Junior Executive,Manufacturing,3,N,0,6
1032,Maribelle,Werndly,Female,36,18/07/78,Executive Secretary,Manufacturing,3,N,1,18
1033,Jacob,Claringbold,Male,70,06/01/95,Executive Secretary,Manufacturing,2,N,1,3
1034,Denney,Cretney,Male,16,12/05/76,Executive Secretary,Manufacturing,1,N,1,3
1035,Kara-lynn,Doddridge,Female,77,02/11/76,Operator,Retail,2,N,1,5
1036,Randene,Ingle,Female,6,28/11/69,Paralegal,Financial Services,3,N,1,12
1037,Sissie,Rielly,Female,95,08/08/56,Human Resources Assistant II,Financial Services,3,N,0,10
1038,Fraser,Acome,U,57,08/08/56,Engineer I,Manufacturing,3,N,1,10
1039,Nona,Diamant,Female,24,14/03/75,Engineer I,Manufacturing,1,N,1,15
1040,Jacenta,Wedlock,Female,78,04/03/75,Food Chemist,Health,1,N,0,9
1041,Free,Bonniface,Male,95,25/05/59,Food Chemist,Property,2,N,0,15
1042,Isacco,Woodwind,Male,0,14/01/76,Nuclear Power Engineer,Manufacturing,1,N,1,11
1043,Giorgi,Hurford,Male,34,20/10/86,Sales Associate,Financial Services,3,N,1,16
1044,Frederico,Whilder,U,4,20/10/86,Food Chemist,Health,1,N,0,16
1045,Aeriel,Everest,Female,88,08/05/86,Food Chemist,Financial Services,3,N,1,19
1046,Shir,Clevely,Female,0,23/07/55,Budget/Accounting Analyst II,Financial Services,2,N,0,11
1047,Standford,Tanswill,Male,39,03/09/78,VP Accounting,Financial Services,2,N,0,11
1048,Braden,Lamming,Male,99,08/06/76,Internal Auditor,Financial Services,2,N,0,15
1049,Fraser,Gaenor,Male,35,02/03/96,Software Consultant,Property,3,N,0,2
1050,Marjie,Ghion,Female,7,29/07/73,Software Consultant,Telecommunications,3,N,1,15
1051,Xylia,Lange,Female,34,29/09/77,Help Desk Technician,Property,1,N,1,14
1052,Dela,Flannigan,Female,31,02/02/86,Junior Executive,Financial Services,1,N,0,3
1053,Davon,Stanyland,Male,98,20/05/62,Junior Executive,Manufacturing,3,N,1,8
1054,Natal,Matiewe,Male,27,09/08/83,Nuclear Power Engineer,Manufacturing,3,N,1,13
1055,Danell,Rose,Female,30,08/06/88,Data Coordiator,Manufacturing,3,N,0,12
1056,Kendricks,Markel,Male,96,18/12/66,Software Test Engineer IV,Manufacturing,2,N,0,6
1057,Laryssa,Durdle,Female,73,06/04/69,Registered Nurse,Health,3,N,0,5
1058,Gretel,Gionettitti,Female,37,24/10/87,Research Assistant IV,Retail,2,N,1,4
1059,Chantal,Plante,Female,68,16/02/68,Account Representative III,Entertainment,1,N,1,6
1060,Vanda,Boadby,Female,88,23/11/61,Associate Professor,Argiculture,2,N,1,13
1061,Anderson,,Male,34,07/11/88,Speech Pathologist,Financial Services,3,N,0,19
1062,Tish,Mowett,Female,32,28/09/75,Junior Executive,Financial Services,3,N,0,14
1063,Terrence,Geck,Male,22,01/03/87,Actuary,Financial Services,2,N,1,13
1064,Thornie,Andrusov,Male,3,13/06/77,Librarian,Entertainment,2,N,1,8
1065,Chilton,Ghirigori,Male,8,27/06/62,Quality Engineer,Financial Services,3,N,1,8
1066,Hailey,Ricciardi,Male,45,06/10/95,Recruiter,Telecommunications,1,N,0,12
1067,Berri,Cotillard,Female,13,17/05/65,Engineer IV,Financial Services,3,N,1,13
1068,Frazer,Searston,Male,5,21/03/95,Engineer IV,Health,3,N,1,3
1069,Reese,Titterington,Male,85,15/04/76,Web Designer I,Telecommunications,3,N,0,15
1070,Albert,Gomery,Male,5,04/06/95,Account Representative IV,Telecommunications,3,N,0,1
1071,Chrisy,Miranda,Male,68,29/12/86,Account Representative IV,Retail,1,N,0,1
1072,Curt,Petrello,Male,60,01/06/57,Senior Cost Accountant,Financial Services,1,N,1,8
1073,Elbertina,Donne,Female,77,25/02/80,Associate Professor,Financial Services,2,N,1,7
1074,Griswold,Juett,Male,43,14/07/74,Accounting Assistant IV,Financial Services,1,N,1,18
1075,Cullin,Elcoate,Male,26,25/07/67,Administrative Officer,Manufacturing,1,N,0,7
1076,Siegfried,Trattles,Male,33,06/06/00,Pharmacist,Health,2,N,0,2
1077,Sheba,Este,Female,8,11/10/55,Pharmacist,Telecommunications,3,N,1,18
1078,Abe,Pilley,Male,69,05/06/76,Executive Secretary,Manufacturing,3,N,0,20
1079,Dennie,L' Anglois,Male,70,03/01/78,Nurse Practicioner,Manufacturing,3,N,0,18
1080,Monah,Talbot,Female,70,26/12/99,Speech Pathologist,Property,3,N,1,2
1081,Marga,Cradduck,Female,25,21/10/85,Social Worker,Health,3,N,0,16
1082,Guinevere,Kelby,U,90,21/10/85,Financial Analyst,Financial Services,3,N,1,16
1083,Chadd,Fowlds,Male,46,07/08/96,VP Product Management,Financial Services,2,N,0,1
1084,Serena,Jagson,Female,54,18/05/94,Accounting Assistant I,Retail,2,N,0,8
1085,Lucho,Strafen,Male,4,12/09/75,Internal Auditor,Health,3,N,0,8
1086,Ezechiel,Parnall,Male,84,21/06/89,Statistician IV,Property,3,N,1,4
1087,Lian,Madrell,Female,39,18/09/79,Financial Analyst,Financial Services,3,N,1,8
1088,Andy,Polgreen,Female,19,21/07/89,Design Engineer,Financial Services,1,N,1,3
1089,Korney,Hess,Female,90,17/09/88,Product Engineer,Property,2,N,0,12
1090,Lorettalorna,,Female,15,15/07/75,Computer Systems Analyst II,Telecommunications,2,N,0,17
1091,Keith,Housden,Male,19,15/04/80,Computer Systems Analyst II,Health,3,N,0,15
1092,Katlin,Creddon,Female,56,22/08/35,VP Quality Control,Retail,3,N,0,5
1093,Clarita,Penright,Female,63,13/09/96,Business Systems Development Analyst,Retail,2,N,0,5
1094,Shaughn,Salters,Male,48,27/12/75,Dental Hygienist,Health,1,N,0,19
1095,Emelda,Gerler,Female,2,29/08/58,Project Manager,Health,3,N,0,6
1096,Jakie,Mungham,Male,33,29/11/69,Software Test Engineer I,Health,1,N,0,14
1097,Gwenora,Grabbam,Female,71,31/01/68,Engineer II,Financial Services,3,N,1,18
1098,Maure,Crow,Female,99,01/02/89,Administrative Assistant IV,Financial Services,3,N,1,12
1099,Jarrett,Maffia,Male,12,13/01/75,Tax Accountant,Manufacturing,2,N,1,11
1100,Cord,Braundt,Male,59,02/01/83,Engineer I,Manufacturing,3,N,0,15
1101,Haily,McWilliams,Female,76,22/12/68,Senior Editor,Manufacturing,3,N,0,15
1102,Stephana,Puzey,Female,16,17/08/76,Recruiting Manager,Manufacturing,2,N,0,15
1103,Glynnis,Sailor,Female,76,30/01/78,Financial Advisor,Financial Services,1,N,1,20
1104,Jewelle,Pincott,Female,82,31/12/59,Programmer III,Retail,3,N,0,8
1105,Sherman,McCusker,Male,39,10/02/90,General Manager,Retail,3,N,0,18
1106,Sibyl,Bigmore,Female,2,17/12/62,Software Consultant,Retail,3,N,0,15
1107,Maridel,Whitby,Female,70,17/07/74,Social Worker,Health,1,N,0,18
1108,Ginnie,Farriar,Female,86,06/03/62,Dental Hygienist,Health,3,N,0,17
1109,Nestor,Billingsley,Male,21,01/09/89,Web Developer II,Entertainment,1,N,0,6
1110,Lazar,Cherryman,Male,73,17/03/91,Information Systems Manager,Retail,1,N,0,12
1111,Zach,Maynard,Male,96,04/03/60,Director of Sales,Retail,1,N,1,18
1112,Jarrett,Chiplin,Male,25,22/05/81,Director of Sales,Retail,3,N,1,13
1113,Dorie,Willock,Male,45,24/06/92,Recruiter,Property,3,N,0,6
1114,Evonne,Southan,Female,96,03/06/76,Structural Engineer,Retail,3,N,0,14
1115,Merola,Stutard,Female,33,18/01/70,Account Coordinator,Retail,1,N,1,17
1116,Tori,Coche,Female,59,26/06/74,Assistant Manager,Health,3,N,1,16
1117,Georgena,Guilaem,Female,83,01/12/75,Quality Engineer,Health,2,N,0,14
1118,Colline,Coulman,Female,95,19/12/75,Sales Representative,Retail,3,N,1,9
1119,Lemmy,Bennit,Male,43,09/10/76,Sales Representative,Entertainment,3,N,1,19
1120,Jacquelyn,Rowlinson,Female,87,31/08/80,Web Developer IV,Retail,2,N,0,12
1121,Dione,Raithby,Female,30,21/01/84,Registered Nurse,Health,3,N,1,3
1122,Gerladina,Carney,Female,59,19/12/85,Registered Nurse,Health,3,N,0,11
1123,Dominick,Downey,Male,50,18/06/62,Registered Nurse,Property,3,N,0,13
1124,Eben,Threader,Male,36,03/02/65,Health Coach III,Health,2,N,1,9
1125,Raff,Everley,Male,25,19/01/90,Software Test Engineer III,IT,2,N,0,9
1126,Atlante,Sonley,Female,77,27/09/73,Executive Secretary,IT,3,N,0,14
1127,Elly,Ormshaw,Female,30,27/02/91,Physical Therapy Assistant,Financial Services,3,N,0,8
1128,Kirsten,Longman,Female,47,12/04/92,Financial Advisor,Financial Services,3,N,1,8
1129,Hercule,,Male,2,29/06/77,VP Marketing,Entertainment,3,N,1,9
1130,Juli,Prine,Female,90,06/12/64,Sales Associate,Entertainment,3,N,0,16
1131,Sigmund,Barkworth,Male,16,07/08/56,VP Marketing,Entertainment,3,N,0,15
1132,Coriss,Darkott,Female,99,01/08/85,Actuary,Financial Services,2,N,1,9
1133,Forrester,McFetridge,Male,88,26/01/68,Actuary,Manufacturing,2,N,0,6
1134,Sullivan,Scullion,Male,22,30/09/94,Administrative Assistant IV,Financial Services,2,N,0,3
1135,Mireielle,Avrasin,Female,60,03/05/80,Software Engineer IV,Financial Services,3,N,1,11
1136,Ivan,Blackhall,Male,72,31/08/77,Executive Secretary,Property,1,N,0,7
1137,Jermayne,Hryniewicki,Male,46,03/07/77,Business Systems Development Analyst,Property,3,N,0,18
1138,Elli,Loxdale,Female,77,21/09/91,Statistician I,Retail,3,N,1,5
1139,Shellysheldon,Wickey,Male,52,15/09/82,Editor,Manufacturing,3,N,1,16
1140,Deana,Rathbourne,Female,32,25/02/86,Executive Secretary,Manufacturing,3,N,1,13
1141,Shannah,Gritsaev,Female,70,19/09/81,Executive Secretary,Financial Services,1,N,1,4
1142,Michal,Paiton,Male,95,07/05/98,Desktop Support Technician,Telecommunications,3,N,0,2
1143,Goraud,Boissieux,Male,64,06/03/55,Office Assistant IV,Health,3,N,1,6
1144,Damon,Phelip,Male,73,12/12/96,Environmental Specialist,Health,1,N,1,5
1145,Korella,Begin,Female,80,26/09/65,Environmental Specialist,Property,3,N,1,14
1146,Hadleigh,Birley,Male,88,31/08/92,Assistant Professor,Financial Services,1,N,0,8
